nm0000001	Fred Astaire	1899	1987	soundtrack,actor,miscellaneous	tt0050419,tt0053137,tt0072308,tt0043044
nm0000002	Lauren Bacall	1924	2014	actress,soundtrack	tt0038355,tt0117057,tt0040506,tt0037382
nm0000003	Brigitte Bardot	1934	\N	actress,soundtrack,producer	tt0049189,tt0057345,tt0059956,tt0063715
nm0000004	John Belushi	1949	1982	actor,writer,soundtrack	tt0078723,tt0077975,tt0072562,tt0080455
nm0000005	Ingmar Bergman	1918	2007	writer,director,actor	tt0060827,tt0083922,tt0050986,tt0050976
nm0000006	Ingrid Bergman	1915	1982	actress,soundtrack,producer	tt0071877,tt0038787,tt0038109,tt0034583
nm0000007	Humphrey Bogart	1899	1957	actor,soundtrack,producer	tt0040897,tt0038355,tt0034583,tt0033870
nm0000008	Marlon Brando	1924	2004	actor,soundtrack,director	tt0078346,tt0047296,tt0068646,tt0078788
nm0000009	Richard Burton	1925	1984	actor,producer,soundtrack	tt0087803,tt0057877,tt0065207,tt0061184
nm0000010	James Cagney	1899	1986	actor,soundtrack,director	tt0055256,tt0029870,tt0035575,tt0042041
nm0000011	Gary Cooper	1901	1961	actor,soundtrack,producer	tt0027996,tt0033891,tt0049233,tt0044706
nm0000012	Bette Davis	1908	1989	actress,soundtrack,make_up_department	tt0042192,tt0035140,tt0030287,tt0056687
nm0000013	Doris Day	1922	\N	soundtrack,actress,producer	tt0117665,tt0049470,tt2073386,tt0062558
nm0000014	Olivia de Havilland	1916	\N	actress,soundtrack	tt0058213,tt0029843,tt0031381,tt0041452
nm0000015	James Dean	1931	1955	actor,miscellaneous	tt0049261,tt0048545,tt0045395,tt0048028
nm0000016	Georges Delerue	1925	1992	composer,soundtrack,music_department	tt0091763,tt0096320,tt0079477,tt0069946
nm0000017	Marlene Dietrich	1901	1992	soundtrack,actress,music_department	tt0051201,tt0020697,tt0055031,tt0042994
nm0000018	Kirk Douglas	1916	\N	actor,producer,soundtrack	tt0043465,tt0044391,tt0049456,tt0054331
nm0000019	Federico Fellini	1920	1993	writer,director,assistant_director	tt0050783,tt0053779,tt0056801,tt0071129
nm0000020	Henry Fonda	1905	1982	actor,producer,soundtrack	tt0050083,tt0052462,tt0064116,tt0032551
nm0000021	Joan Fontaine	1917	2013	actress,soundtrack,producer	tt0034248,tt0040536,tt0044760,tt0032976
nm0000022	Clark Gable	1901	1960	actor,soundtrack,producer	tt0031381,tt0026752,tt0055184,tt0025316
nm0000023	Judy Garland	1922	1969	soundtrack,actress	tt0032138,tt0047522,tt0040308,tt0037059
nm0000024	John Gielgud	1904	2000	actor,writer,director	tt0045943,tt0076574,tt0082031,tt0071877
nm0000025	Jerry Goldsmith	1929	2004	music_department,soundtrack,composer	tt0092455,tt0112178,tt0100802,tt0120762
nm0000026	Cary Grant	1904	1986	actor,soundtrack,producer	tt0053125,tt0032599,tt0038787,tt0056923
nm0000027	Alec Guinness	1914	2000	actor,soundtrack,writer	tt0076759,tt0041546,tt0050212,tt0051739
nm0000028	Rita Hayworth	1918	1987	actress,soundtrack,producer	tt0050815,tt0038559,tt0040525,tt0036723
nm0000029	Margaux Hemingway	1954	1996	actress,miscellaneous	tt0077800,tt0074802,tt0087864,tt0084786
nm0000030	Audrey Hepburn	1929	1993	actress,soundtrack	tt0046250,tt0047437,tt0054698,tt0058385
nm0000031	Katharine Hepburn	1907	2003	actress,soundtrack,writer	tt0063227,tt0061735,tt0043265,tt0032904
nm0000032	Charlton Heston	1923	2008	actor,director,writer	tt0052311,tt0250764,tt0052618,tt0063442
nm0000033	Alfred Hitchcock	1899	1980	actor,director,producer	tt0052357,tt0054215,tt0053125,tt0047396
nm0000034	William Holden	1918	1981	actor,soundtrack	tt0043014,tt0050212,tt0074958,tt0065214
nm0000035	James Horner	1953	2015	music_department,soundtrack,composer	tt0948470,tt0120338,tt0112573,tt0499549
nm0000036	Buster Keaton	1895	1966	actor,writer,director	tt0018742,tt0019421,tt0017925,tt0016332
nm0000037	Gene Kelly	1912	1996	soundtrack,actor,director	tt0041716,tt0043278,tt0045152,tt0041944
nm0000038	Grace Kelly	1929	1982	actress,soundtrack	tt0047396,tt0048728,tt0044706,tt0046912
nm0000039	Deborah Kerr	1921	2007	actress,soundtrack	tt0045793,tt0049408,tt0050490,tt0039192
nm0000040	Stanley Kubrick	1928	1999	director,writer,producer	tt0062622,tt0066921,tt0072684,tt0120663
nm0000041	Akira Kurosawa	1910	1998	writer,director,assistant_director	tt0047478,tt0089881,tt0055630,tt0042876
nm0000042	Alan Ladd	1913	1964	actor,producer,camera_department	tt0046303,tt0035432,tt0052097,tt0038369
nm0000043	Veronica Lake	1922	1973	actress,soundtrack,producer	tt0035432,tt0034881,tt0034240,tt0038369
nm0000044	Burt Lancaster	1913	1994	actor,producer,miscellaneous	tt0080388,tt0045793,tt0055031,tt0057091
nm0000045	Bruce Lee	1940	1973	actor,miscellaneous,producer	tt0068935,tt0067824,tt0070034,tt0068767
nm0000046	Vivien Leigh	1913	1967	actress,soundtrack,writer	tt0044081,tt0059712,tt0031381,tt0033238
nm0000047	Sophia Loren	1934	\N	actress,soundtrack	tt0057171,tt0054847,tt0076085,tt0054749
nm0000048	Peter Lorre	1904	1964	actor,soundtrack,writer	tt0025452,tt0033870,tt0034583,tt0022100
nm0000049	Henry Mancini	1924	1994	music_department,soundtrack,composer	tt0054698,tt0051301,tt0057413,tt0056059
nm0000050	Groucho Marx	1890	1977	soundtrack,actor,writer	tt0023969,tt0026778,tt0020640,tt0042171
nm0000051	James Mason	1909	1984	actor,producer,writer	tt0053125,tt0046672,tt0047522,tt0056193
nm0000052	Marcello Mastroianni	1924	1996	actor,soundtrack,producer	tt0056801,tt0053779,tt0054130,tt0055913
nm0000053	Robert Mitchum	1917	1997	actor,soundtrack,producer	tt0056197,tt0039689,tt0048424,tt0050490
nm0000054	Marilyn Monroe	1926	1962	soundtrack,actress,writer	tt0048605,tt0053291,tt0045891,tt0045810
nm0000055	Alfred Newman	1901	1970	music_department,composer,soundtrack	tt0056085,tt0061439,tt0042192,tt0029852
nm0000056	Paul Newman	1925	2008	actor,producer,director	tt0090863,tt0054997,tt0061512,tt0084855
nm0000057	David Niven	1910	1983	actor,producer,soundtrack	tt0054953,tt0057413,tt0074937,tt0052182
nm0000058	Maureen O'Hara	1920	2015	actress,soundtrack	tt0045061,tt0033729,tt0039628,tt0055277
nm0000059	Laurence Olivier	1907	1989	actor,producer,director	tt0054331,tt0069281,tt0032976,tt0082186
nm0000060	Gregory Peck	1916	2003	actor,producer,soundtrack	tt0056592,tt0046250,tt0075005,tt0054953
nm0000061	Tyrone Power	1914	1958	actor,soundtrack,producer	tt0051201,tt0032762,tt0038873,tt0043959
nm0000062	Elvis Presley	1935	1977	soundtrack,actor,music_department	tt0056023,tt0058725,tt0053848,tt0054692
nm0000063	Anthony Quinn	1915	2001	actor,producer,soundtrack	tt0074896,tt0056172,tt0057831,tt0047528
nm0000064	Edward G. Robinson	1893	1973	actor,soundtrack,writer	tt0040506,tt0036775,tt0049833,tt0038991
nm0000065	Nino Rota	1911	1979	composer,soundtrack,music_department	tt0068646,tt0056801,tt0063518,tt0071562
nm0000066	Jane Russell	1921	2011	actress,soundtrack,producer	tt0043643,tt0045810,tt0036241,tt0459474
nm0000067	Miklós Rózsa	1907	1995	music_department,composer,soundtrack	tt0052618,tt0036775,tt0038109,tt0080025
nm0000068	Randolph Scott	1898	1987	actor,producer,soundtrack	tt0051047,tt0049743,tt0056412,tt0026942
nm0000069	Frank Sinatra	1915	1998	soundtrack,actor,producer	tt0056218,tt0041944,tt0045793,tt0050815
nm0000070	Max Steiner	1888	1971	music_department,composer,soundtrack	tt0031381,tt0027125,tt0407887,tt0034583
nm0000071	James Stewart	1908	1997	actor,soundtrack,director	tt0052357,tt0032904,tt0052561,tt0031679
nm0000072	Elizabeth Taylor	1932	2011	actress,soundtrack,producer	tt0061184,tt0043924,tt0051459,tt0049261
nm0000073	Shirley Temple	1928	2014	actress,soundtrack,writer	tt0031580,tt0028988,tt0051312,tt0040369
nm0000074	Gene Tierney	1920	1991	actress,soundtrack	tt0037865,tt0039420,tt0035979,tt0037008
nm0000075	Spencer Tracy	1900	1967	actor,soundtrack	tt0057193,tt0055031,tt0061735,tt0053946
nm0000076	François Truffaut	1932	1984	writer,director,producer	tt0054389,tt0080610,tt0055032,tt0053198
nm0000077	Franz Waxman	1906	1967	music_department,composer,soundtrack	tt0046359,tt0048380,tt0053131,tt0057779
nm0000078	John Wayne	1907	1979	actor,producer,soundtrack	tt0065126,tt0049730,tt0053221,tt0056217
nm0000079	Raquel Welch	1940	\N	actress,soundtrack,producer	tt0250494,tt0072281,tt0060397,tt0073012
nm0000080	Orson Welles	1915	1985	actor,writer,director	tt0033467,tt0048393,tt0052311,tt0072962
nm0000081	Natalie Wood	1938	1981	actress,soundtrack,music_department	tt0055471,tt0057263,tt0055614,tt0048545
nm0000082	Victor Young	1900	1956	music_department,soundtrack,composer	tt0120663,tt0119094,tt3315342,tt0112641
nm0000083	Alan Miller	\N	\N	editor,writer,director	tt1617108,tt5969604,tt0424773,tt0969216
nm0000084	Li Gong	1965	\N	actress	tt0367959,tt0430357,tt0212712,tt0101640
nm0000085	Henner Hofmann	\N	\N	cinematographer,producer,camera_department	tt0208675,tt0829176,tt0249313,tt0272147
nm0000086	Louis de Funès	1914	1983	actor,writer,soundtrack	tt0069747,tt0060474,tt0074103,tt0058135
nm0000087	Elena Koreneva	1953	\N	actress,casting_director	tt0122969,tt0148059,tt0072096,tt0080037
nm0000088	Aleksey Korenev	1927	1995	director,writer,assistant_director	tt0100069,tt0191104,tt0068304,tt0076551
nm0000089	Richard Paul	1940	1998	actor	tt0083869,tt0117318,tt0076009,tt0075489
nm0000090	Armin Mueller-Stahl	1930	\N	actor,director,writer	tt0963178,tt0119174,tt0139809,tt0808151
nm0000091	Gérard Pirès	1942	\N	director,writer,actor	tt0152930,tt0421974,tt0064297,tt0282552
nm0000092	John Cleese	1939	\N	actor,writer,producer	tt0095159,tt0079470,tt0071853,tt0085959
nm0000093	Brad Pitt	1963	\N	actor,producer,soundtrack	tt0114746,tt0356910,tt0816711,tt1210166
nm0000094	J. Reifel	\N	\N	writer	tt0118886,tt0116030,tt0117915,tt0118631
nm0000095	Woody Allen	1935	\N	writer,director,actor	tt0097123,tt0075686,tt0079522,tt0091167
nm0000096	Gillian Anderson	1968	\N	actress,producer,soundtrack	tt0106179,tt0455590,tt0442632,tt2294189
nm0000097	Pamela Anderson	1967	\N	actress,producer,director	tt1469304,tt0306047,tt0134269,tt0096542
nm0000098	Jennifer Aniston	1969	\N	actress,producer,soundtrack	tt0108778,tt0129167,tt1723121,tt0151804
